payload_id,name,year,type,mass_kg,orbit,owner_country,design_lifetime_years,operational_status,is_crewed,dry_mass_kg,power_watts,commercial
PL0004039,Cosmos-76,2004,Human Transport,280.8,HEO,USA,,Decayed,1,175.5,701.0,0
PL0004040,OneWeb-57,2000,Weather,51.1,Suborbital,China,7.0,Operational,0,36.3,2469.0,0
PL0004041,Tiangong-56,1998,Earth Observation,30.8,GTO,China,3.0,Operational,0,21.6,348.0,1
PL0004042,Mars Odyssey-35,2004,Military,3593.0,GTO,USA,5.0,Unknown,0,2023.2,694.0,0
PL0004043,Yamal-43,2003,Navigation,338.4,GEO,Europe,5.0,Retired,0,191.0,883.0,0
PL0004044,Iridium-78,2006,Navigation,105.6,Suborbital,Russia,4.0,Retired,0,69.7,2053.0,0
PL0004045,Teledesic-43,2004,Navigation,152.4,TLI,Japan,4.0,Failed,0,110.0,316.0,0
PL0004046,Perseverance-58,1963,Navigation,182.9,GTO,USA,3.0,Retired,0,130.7,1069.0,0
PL0004047,Astra-54,1964,Military,427.9,GTO,China,8.0,Operational,0,278.9,1847.0,0
PL0004048,HTV-21,1962,Scientific,453.7,MEO,Europe,7.0,Retired,0,309.7,194.0,0
PL0004049,Express-26,1975,Weather,11.9,HEO,Other,2.0,Operational,0,8.1,557.0,0
PL0004050,HTV-7,1963,Scientific,378.1,Suborbital,Russia,6.0,Decayed,0,259.3,329.0,0
PL0004051,Teledesic-30,2010,Scientific,521.4,ISS,China,5.0,Operational,0,407.2,655.0,0
PL0004052,O3b-43,2016,Communications,30.6,SSO,USA,5.0,Decayed,0,20.9,563.0,1
PL0004053,Voyager-88,1974,Scientific,441.0,Interplanetary,Russia,20.0,Unknown,0,284.1,261.0,0
PL0004054,TESS-82,2019,Cargo Resupply,154.1,MEO,India,,Operational,0,87.2,531.0,0
PL0004055,ATV-51,1999,Technology Demo,215.5,Suborbital,China,9.0,Operational,0,166.1,2386.0,1
PL0004056,Iridium-68,2021,Communications,48.4,MEO,China,30.0,Operational,0,31.4,1237.0,1
PL0004057,Pleiades-56,2009,Communications,218.8,MEO,Russia,24.0,Decayed,0,140.1,601.0,1
PL0004058,Astra-47,2008,Technology Demo,1604.4,LEO,Russia,10.0,Decayed,0,1281.2,6482.0,1
PL0004059,O3b-39,1961,Communications,1056.1,Interplanetary,USA,9.0,Retired,0,842.0,495.0,1
PL0004060,Spitzer-31,1961,Earth Observation,221.6,Interplanetary,USA,4.0,Retired,0,176.0,345.0,1
PL0004061,Pioneer-73,2011,Communications,71.4,GTO,China,8.0,Decayed,0,55.1,78.0,1
PL0004062,Molniya-53,1974,Scientific,677.9,ISS,USA,15.0,Decayed,0,531.0,680.0,0
PL0004063,Progress-26,1975,Earth Observation,13.2,ISS,Europe,2.0,Unknown,0,10.5,240.0,1
PL0004064,Juno-19,1967,Communications,179.8,ISS,Europe,10.0,Operational,0,117.0,448.0,1
PL0004065,Cosmos-19,1968,Debris,2573.0,GEO,USA,2.0,Operational,0,1637.3,296.0,0
PL0004066,Cassini-85,1960,Navigation,110.4,GEO,USA,7.0,Retired,0,87.3,220.0,0
PL0004067,Landsat-3,1998,Navigation,1681.4,MEO,India,8.0,Operational,0,1053.5,562.0,0
PL0004068,TESS-14,2003,Communications,59.0,SSO,Russia,6.0,Retired,0,35.1,789.0,1
PL0004069,SES-29,1957,Communications,540.3,Interplanetary,Japan,15.0,Retired,0,400.1,816.0,1
PL0004070,Mars Odyssey-25,2021,Earth Observation,1088.3,GEO,Russia,3.0,Retired,0,668.8,3790.0,1
PL0004071,Chandrayaan-35,1991,Military,778.1,LEO,USA,23.0,Failed,0,451.0,304.0,0
PL0004072,Hubble-32,2000,Navigation,883.0,TLI,Russia,19.0,Operational,0,492.8,697.0,0
PL0004073,GPS-29,1961,Scientific,54.6,Suborbital,Europe,4.0,Unknown,0,38.1,1111.0,0
PL0004074,Mars Odyssey-53,1998,Communications,645.0,HEO,Russia,5.0,Operational,0,448.7,750.0,1
PL0004075,Progress-79,1968,Communications,4637.4,Interplanetary,USA,9.0,Operational,0,2663.2,2141.0,1
PL0004076,Soyuz-69,2014,Communications,1393.8,Interplanetary,Europe,7.0,Retired,0,1070.8,293.0,1
PL0004077,Kepler-14,2011,Communications,520.3,Interplanetary,Russia,2.0,Operational,0,392.4,2577.0,1
PL0004078,Skylab-55,1970,Scientific,5009.0,SSO,Europe,11.0,Operational,0,2774.1,49.0,0
PL0004079,Pleiades-53,1958,Cubesat,19.2,GEO,China,3.0,Operational,0,14.8,1764.0,1
PL0004080,Cassini-61,2005,Communications,95.3,GTO,Other,10.0,Retired,0,65.2,1200.0,1
PL0004081,Skylab-32,1970,Space Station,98.6,TLI,China,19.0,Operational,0,69.6,1722.0,0
PL0004082,Globalstar-97,2004,Communications,253.9,HEO,USA,7.0,Unknown,0,158.7,960.0,1
PL0004083,Mars Odyssey-67,1978,Navigation,328.8,Interplanetary,China,4.0,Retired,0,262.3,129.0,0
PL0004084,Molniya-77,2012,Cargo Resupply,6544.4,MEO,India,,Unknown,0,4750.6,963.0,0
PL0004085,ISS Module-42,1995,Military,111.7,GEO,Russia,4.0,Retired,0,85.2,416.0,0
PL0004086,FengYun-48,2017,Technology Demo,211.0,Interplanetary,USA,17.0,Decayed,0,123.7,3886.0,1
PL0004087,SPOT-78,1972,Earth Observation,149.2,MEO,Russia,1.0,Retired,0,88.0,383.0,1
PL0004088,Voyager-78,2019,Earth Observation,410.0,MEO,Russia,4.0,Retired,0,254.5,424.0,1
PL0004089,Webb-3,2016,Earth Observation,28.2,SSO,Russia,7.0,Operational,0,22.5,255.0,1
PL0004090,Astra-47,1970,Earth Observation,374.5,MEO,Russia,12.0,Operational,0,225.3,589.0,1
PL0004091,SPOT-38,1971,Communications,427.7,HEO,Russia,14.0,Retired,0,324.8,4083.0,1
PL0004092,GPS-55,1965,Military,158.7,GEO,Japan,6.0,Retired,0,87.9,458.0,0
PL0004093,ATV-33,1984,Communications,563.2,SSO,Europe,8.0,Retired,0,409.4,1212.0,1
PL0004094,Tiangong-4,2011,Communications,334.3,LEO,Russia,2.0,Failed,0,226.5,141.0,1
PL0004095,GPS-46,1969,Communications,186.1,MEO,China,16.0,Retired,0,137.1,910.0,1
PL0004096,Eutelsat-35,1993,Navigation,148.7,LEO,Europe,27.0,Failed,0,102.2,403.0,0
PL0004097,NOAA-65,1999,Space Station,70.3,HEO,Russia,5.0,Unknown,0,46.2,273.0,0
PL0004098,TESS-12,1958,Military,67.2,LEO,Europe,2.0,Operational,0,51.9,399.0,0
PL0004099,Mars Odyssey-94,1961,Navigation,251.7,SSO,USA,5.0,Operational,0,185.5,503.0,0
PL0004100,O3b-22,1996,Communications,562.6,TLI,Russia,7.0,Retired,0,373.3,285.0,1
PL0004101,Molniya-31,1969,Navigation,13177.0,ISS,USA,6.0,Decayed,0,9783.8,881.0,0
PL0004102,GOES-17,2003,Communications,599.5,Interplanetary,China,3.0,Retired,0,424.7,1239.0,1
PL0004103,HTV-54,2007,Military,2208.9,SSO,Russia,19.0,Operational,0,1230.2,556.0,0
PL0004104,GPS-98,1997,Navigation,301.2,Interplanetary,Russia,5.0,Decayed,0,234.9,534.0,0
PL0004105,New Horizons-54,1984,Earth Observation,423.7,Suborbital,Russia,2.0,Retired,0,262.7,842.0,1
PL0004106,Chandrayaan-42,2010,Navigation,4233.1,LEO,USA,8.0,Failed,0,2714.7,196.0,0
PL0004107,New Horizons-80,1973,Military,88.9,MEO,Russia,4.0,Failed,0,64.6,1474.0,0
PL0004108,O3b-50,2006,Earth Observation,78.7,TLI,China,16.0,Operational,0,57.0,129.0,1
PL0004109,Pioneer-6,1991,Military,61.4,TLI,USA,20.0,Operational,0,44.3,478.0,0
PL0004110,Meteosat-91,2001,Technology Demo,502.7,GEO,USA,3.0,Operational,0,321.9,219.0,1
PL0004111,Eutelsat-26,1970,Weather,129.3,SSO,China,4.0,Operational,0,96.9,1778.0,0
PL0004112,Starlink-76,2008,Earth Observation,6.4,Suborbital,China,3.0,Failed,0,4.2,594.0,1
PL0004113,Astra-97,1968,Communications,75.0,Interplanetary,China,11.0,Operational,0,47.5,241.0,1
PL0004114,Envisat-3,2016,Communications,240.1,TLI,India,30.0,Retired,0,168.7,384.0,1
PL0004115,Meteosat-80,2009,Military,1425.7,GEO,Japan,5.0,Operational,0,1000.5,311.0,0
PL0004116,Envisat-4,1984,Earth Observation,233.4,SSO,Russia,3.0,Failed,0,146.5,1683.0,1
PL0004117,Meteosat-48,1996,Navigation,91.1,GTO,Russia,30.0,Retired,0,70.9,909.0,0
PL0004118,Meteosat-43,2010,Technology Demo,88.0,Interplanetary,USA,18.0,Retired,0,52.4,1135.0,1
PL0004119,Chandra-8,2007,Earth Observation,886.0,GEO,Europe,3.0,Retired,0,509.9,1385.0,1
PL0004120,Perseverance-82,1980,Technology Demo,243.7,GEO,USA,12.0,Operational,0,135.3,372.0,1
PL0004121,Himawari-74,1983,Technology Demo,1816.9,GTO,India,6.0,Operational,0,1277.9,416.0,1
PL0004122,Envisat-85,1958,Space Station,256.9,ISS,Other,2.0,Unknown,0,157.9,931.0,0
PL0004123,Eutelsat-40,2012,Earth Observation,240.9,MEO,Russia,5.0,Failed,0,173.5,230.0,1
PL0004124,Progress-21,1988,Military,95.4,GEO,Europe,4.0,Failed,0,60.7,2220.0,0
PL0004125,Spitzer-37,2005,Military,321.1,TLI,USA,4.0,Operational,0,229.7,329.0,0
PL0004126,Sentinel-58,2012,Earth Observation,1170.6,MEO,USA,2.0,Unknown,0,923.7,166.0,1
PL0004127,Meteosat-38,1960,Scientific,614.5,MEO,Europe,6.0,Operational,0,381.6,1660.0,0
PL0004128,OneWeb-41,2018,Military,267.1,Interplanetary,Russia,20.0,Operational,0,152.1,870.0,0
PL0004129,Curiosity-67,2005,Communications,193.4,LEO,USA,30.0,Operational,0,141.4,1969.0,1
PL0004130,Envisat-65,2001,Navigation,594.5,GTO,Europe,2.0,Operational,0,379.1,1313.0,0
PL0004131,ISS Module-92,1971,Communications,737.3,GTO,China,5.0,Retired,0,544.4,845.0,1
PL0004132,Curiosity-10,2015,Earth Observation,280.0,ISS,USA,5.0,Failed,0,174.5,545.0,1
PL0004133,Curiosity-56,1963,Cargo Resupply,140.2,HEO,Russia,,Retired,0,108.6,92.0,0
PL0004134,HTV-67,1976,Navigation,624.5,Suborbital,USA,4.0,Operational,0,426.4,1607.0,0
PL0004135,Voyager-77,2010,Technology Demo,46.5,SSO,India,2.0,Failed,0,32.5,940.0,1
PL0004136,Astra-53,2003,Navigation,139.9,MEO,USA,5.0,Decayed,0,100.5,505.0,0
PL0004137,Cosmos-72,1985,Communications,7.9,Interplanetary,Europe,8.0,Operational,0,5.5,2692.0,1
PL0004138,Cosmos-33,2024,Human Transport,48.7,ISS,Other,,Operational,1,29.0,231.0,0
PL0004139,Perseverance-76,2005,Navigation,19.5,GTO,USA,30.0,Operational,0,11.4,1427.0,0
PL0004140,Yamal-19,2001,Communications,2015.9,GEO,USA,23.0,Operational,0,1451.8,771.0,1
PL0004141,Envisat-8,1959,Navigation,3080.5,Interplanetary,India,5.0,Retired,0,2090.6,2023.0,0
PL0004142,WorldView-75,1979,Military,175.1,Interplanetary,Other,8.0,Failed,0,128.0,95.0,0
PL0004143,Pioneer-98,2009,Communications,1386.3,ISS,China,8.0,Operational,0,885.3,350.0,1
PL0004144,Voyager-39,2024,Communications,44.3,Interplanetary,USA,6.0,Operational,0,28.8,331.0,1
PL0004145,Starlink-1,1978,Scientific,352.6,TLI,USA,5.0,Retired,0,222.7,1614.0,0
PL0004146,Mars Odyssey-34,2008,Military,48.4,TLI,China,6.0,Unknown,0,33.8,351.0,0
PL0004147,Envisat-33,1988,Military,1029.0,LEO,USA,6.0,Operational,0,792.5,393.0,0
PL0004148,ATV-45,1998,Technology Demo,1693.7,HEO,Russia,22.0,Decayed,0,997.0,134.0,1
PL0004149,Soyuz-70,1985,Communications,342.4,Interplanetary,Russia,4.0,Operational,0,252.0,196.0,1
PL0004150,Kepler-45,1967,Scientific,559.6,ISS,China,10.0,Operational,0,368.5,387.0,0
PL0004151,Sentinel-82,1999,Military,28.1,LEO,Russia,1.0,Operational,0,16.0,1154.0,0
PL0004152,Teledesic-69,2003,Communications,1829.9,Suborbital,Other,8.0,Unknown,0,1439.0,205.0,1
PL0004153,Landsat-98,2021,Human Transport,83.9,MEO,Europe,,Operational,1,51.3,720.0,0
PL0004154,Perseverance-27,1964,Navigation,27.6,GTO,China,4.0,Operational,0,16.2,1112.0,0
PL0004155,Eutelsat-45,1967,Earth Observation,134.3,ISS,China,2.0,Operational,0,81.2,360.0,1
PL0004156,Chandrayaan-94,1966,Technology Demo,128.8,ISS,Russia,2.0,Retired,0,86.1,227.0,1
PL0004157,Sentinel-19,2010,Navigation,136.7,LEO,Russia,27.0,Operational,0,105.0,72.0,0
PL0004158,ATV-9,1963,Earth Observation,23.5,SSO,Russia,4.0,Unknown,0,17.5,456.0,1
PL0004159,Envisat-81,1986,Military,292.6,LEO,Russia,3.0,Retired,0,208.8,617.0,0
PL0004160,Pioneer-60,2024,Military,38.9,HEO,Europe,18.0,Failed,0,22.2,646.0,0
PL0004161,Cosmos-36,2000,Scientific,991.5,HEO,USA,7.0,Decayed,0,672.4,400.0,0
PL0004162,ISS Module-18,2005,Military,720.6,ISS,Russia,7.0,Operational,0,575.3,138.0,0
PL0004163,Pleiades-31,1993,Earth Observation,70.3,GEO,Europe,15.0,Operational,0,52.6,280.0,1
PL0004164,Progress-79,2009,Weather,10.4,HEO,USA,2.0,Operational,0,7.6,1671.0,0
PL0004165,Webb-9,1961,Military,235.1,Suborbital,Europe,12.0,Operational,0,143.8,1922.0,0
PL0004166,Cassini-47,1992,Communications,2606.4,ISS,USA,4.0,Decayed,0,2063.9,690.0,1
PL0004167,TESS-6,1997,Weather,486.1,ISS,USA,5.0,Decayed,0,359.4,81.0,0
PL0004168,Yamal-49,1995,Scientific,1123.6,Interplanetary,USA,5.0,Operational,0,699.4,285.0,0
PL0004169,Mir Module-21,1977,Navigation,276.6,TLI,USA,3.0,Operational,0,182.7,1292.0,0
PL0004170,Perseverance-7,2011,Navigation,38.8,HEO,USA,8.0,Operational,0,21.7,2529.0,0
PL0004171,GPS-82,1979,Military,345.4,Suborbital,India,7.0,Failed,0,254.3,122.0,0
PL0004172,Astra-49,1959,Communications,2117.8,ISS,Russia,9.0,Retired,0,1214.1,1362.0,1
PL0004173,Spitzer-1,1979,Earth Observation,53.7,LEO,Russia,5.0,Retired,0,34.2,594.0,1
PL0004174,Eutelsat-26,2002,Weather,663.1,SSO,Russia,8.0,Retired,0,437.1,1077.0,0
PL0004175,FengYun-30,2016,Weather,463.9,TLI,USA,6.0,Operational,0,305.3,3316.0,0
PL0004176,Express-77,2011,Earth Observation,218.4,MEO,China,21.0,Operational,0,132.8,96.0,1
PL0004177,ISS Module-1,1966,Navigation,343.0,MEO,USA,2.0,Operational,0,229.7,492.0,0
PL0004178,Globalstar-3,1994,Scientific,1262.8,MEO,Japan,3.0,Operational,0,817.8,287.0,0
PL0004179,New Horizons-35,2000,Scientific,510.0,ISS,Europe,15.0,Retired,0,387.8,1000.0,0
PL0004180,Pleiades-47,1961,Technology Demo,152.4,Suborbital,Japan,3.0,Retired,0,84.0,865.0,1
PL0004181,Progress-10,1957,Communications,229.9,GEO,Russia,2.0,Retired,0,154.7,1363.0,1
PL0004182,O3b-60,1984,Scientific,272.7,SSO,Russia,11.0,Operational,0,188.9,1286.0,0
PL0004183,SES-7,1969,Scientific,126.3,Suborbital,Russia,5.0,Unknown,0,71.3,390.0,0
PL0004184,Eutelsat-26,2022,Technology Demo,103.8,MEO,USA,3.0,Decayed,0,79.4,1857.0,1
PL0004185,Yamal-96,2019,Military,1850.1,LEO,India,6.0,Operational,0,1174.0,342.0,0
PL0004186,SPOT-40,2019,Navigation,340.8,Interplanetary,India,7.0,Retired,0,205.8,529.0,0
PL0004187,Pioneer-36,1967,Communications,133.7,GTO,Russia,7.0,Retired,0,77.2,591.0,1
PL0004188,Progress-9,1997,Earth Observation,585.9,ISS,China,7.0,Operational,0,364.3,610.0,1
PL0004189,Tiangong-78,2008,Earth Observation,43.6,MEO,USA,3.0,Operational,0,33.8,3533.0,1
PL0004190,SES-38,2015,Earth Observation,495.1,HEO,Other,7.0,Decayed,0,387.3,346.0,1
PL0004191,Astra-26,2020,Earth Observation,190.9,TLI,China,5.0,Operational,0,119.1,488.0,1
PL0004192,Meteosat-93,1982,Earth Observation,227.2,Interplanetary,Russia,9.0,Operational,0,157.4,873.0,1
PL0004193,Express-79,2014,Technology Demo,353.9,HEO,Russia,2.0,Operational,0,205.2,1583.0,1
PL0004194,Eutelsat-34,1981,Military,169.2,TLI,Europe,4.0,Retired,0,104.4,1902.0,0
PL0004195,Tiangong-6,2002,Communications,1224.1,HEO,Europe,4.0,Decayed,0,847.5,364.0,1
PL0004196,Astra-22,2008,Communications,329.3,SSO,China,2.0,Retired,0,208.1,230.0,1
PL0004197,Soyuz-47,1964,Navigation,34.4,Interplanetary,USA,9.0,Operational,0,24.6,850.0,0
PL0004198,ATV-35,2006,Space Station,106.1,GEO,Russia,8.0,Operational,0,84.2,2901.0,0
PL0004199,SPOT-86,2014,Military,2330.6,GEO,USA,14.0,Operational,0,1407.4,1497.0,0
PL0004200,Spitzer-17,2011,Navigation,2849.8,TLI,Russia,28.0,Failed,0,1605.7,485.0,0
PL0004201,Cosmos-43,2015,Weather,1332.6,GTO,USA,10.0,Operational,0,941.1,1843.0,0
PL0004202,ISS Module-17,2015,Weather,962.9,Suborbital,Russia,12.0,Decayed,0,580.4,554.0,0
PL0004203,Tiangong-25,2006,Technology Demo,618.9,Interplanetary,China,1.0,Unknown,0,403.5,388.0,1
PL0004204,Juno-24,1987,Earth Observation,20.8,ISS,Europe,7.0,Retired,0,12.4,665.0,1
PL0004205,ISS Module-94,1999,Military,247.3,TLI,Japan,30.0,Failed,0,193.9,652.0,0
PL0004206,SPOT-55,1960,Military,40.6,SSO,China,8.0,Retired,0,32.2,94.0,0
PL0004207,Progress-48,1971,Weather,451.3,LEO,China,2.0,Retired,0,311.2,260.0,0
PL0004208,Chandra-24,1965,Military,195.7,Suborbital,Russia,27.0,Operational,0,124.3,439.0,0
PL0004209,NAVSTAR-74,2011,Earth Observation,324.6,GTO,Russia,8.0,Operational,0,251.0,82.0,1
PL0004210,GPS-22,2024,Scientific,2280.5,GTO,USA,6.0,Operational,0,1762.1,2166.0,0
PL0004211,Himawari-94,1976,Military,163.7,Suborbital,USA,5.0,Operational,0,110.3,673.0,0
PL0004212,Himawari-22,2012,Weather,196.8,GTO,China,13.0,Unknown,0,151.9,472.0,0
PL0004213,Tiangong-61,1960,Military,1660.5,LEO,USA,7.0,Decayed,0,1212.5,888.0,0
PL0004214,WorldView-37,1982,Communications,8.6,ISS,Russia,12.0,Retired,0,5.2,1107.0,1
PL0004215,Mangalyaan-16,2015,Cargo Resupply,131.6,HEO,Russia,,Decayed,0,102.4,194.0,0
PL0004216,Globalstar-73,1964,Military,111.7,Interplanetary,Russia,5.0,Operational,0,68.8,350.0,0
PL0004217,FengYun-17,1964,Communications,174.9,Suborbital,China,5.0,Failed,0,137.0,619.0,1
PL0004218,Yamal-69,1978,Navigation,115.5,HEO,China,8.0,Operational,0,66.2,464.0,0
PL0004219,Voyager-74,1987,Communications,247.1,Suborbital,Russia,30.0,Failed,0,187.3,129.0,1
PL0004220,Tiangong-19,2023,Communications,49.0,LEO,China,19.0,Retired,0,32.9,548.0,1
PL0004221,Spitzer-2,1991,Scientific,68.7,TLI,Europe,21.0,Retired,0,50.4,545.0,0
PL0004222,Skylab-98,1974,Military,255.3,MEO,India,14.0,Operational,0,190.2,317.0,0
PL0004223,Cassini-40,1978,Communications,284.8,ISS,Russia,24.0,Decayed,0,183.2,8196.0,1
PL0004224,Chandra-27,1974,Technology Demo,265.9,GEO,USA,5.0,Retired,0,203.0,2452.0,1
PL0004225,Eutelsat-67,2007,Scientific,118.1,LEO,Japan,5.0,Retired,0,66.9,923.0,0
PL0004226,Intelsat-19,1969,Weather,176.4,MEO,USA,5.0,Operational,0,117.8,1953.0,0
PL0004227,NOAA-98,1978,Scientific,945.7,ISS,Russia,11.0,Failed,0,543.9,1550.0,0
PL0004228,Pleiades-1,1972,Communications,392.9,TLI,China,2.0,Retired,0,284.3,1937.0,1
PL0004229,Cassini-72,1994,Communications,134.6,SSO,China,9.0,Retired,0,104.3,282.0,1
PL0004230,Chandra-71,2022,Communications,144.3,MEO,USA,9.0,Decayed,0,82.5,426.0,1
PL0004231,Progress-73,1974,Technology Demo,119.7,TLI,Russia,21.0,Operational,0,94.3,882.0,1
PL0004232,Eutelsat-44,2004,Earth Observation,444.1,Interplanetary,China,2.0,Retired,0,333.7,854.0,1
PL0004233,Yamal-94,1992,Military,18.8,HEO,Russia,5.0,Operational,0,14.6,2047.0,0
PL0004234,Progress-89,2007,Communications,250.4,GEO,Russia,6.0,Operational,0,166.9,604.0,1
PL0004235,OneWeb-47,1970,Military,168.6,MEO,Russia,10.0,Unknown,0,134.0,959.0,0
PL0004236,TESS-95,1985,Scientific,496.8,MEO,Russia,6.0,Retired,0,353.5,1678.0,0
PL0004237,Cygnus-16,1998,Scientific,282.9,Interplanetary,USA,4.0,Operational,0,199.8,1838.0,0
PL0004238,Landsat-61,2007,Navigation,843.3,Suborbital,Russia,21.0,Failed,0,535.0,125.0,0
PL0004239,Cassini-88,1973,Earth Observation,947.5,SSO,Other,25.0,Retired,0,530.8,2160.0,1
PL0004240,O3b-5,2020,Scientific,214.6,HEO,China,5.0,Operational,0,126.6,104.0,0
PL0004241,GOES-38,1976,Communications,1456.5,MEO,Russia,8.0,Operational,0,1110.2,131.0,1
PL0004242,O3b-2,2006,Military,220.8,GEO,USA,18.0,Unknown,0,167.6,504.0,0
PL0004243,Cassini-70,2017,Military,2972.8,Suborbital,Europe,28.0,Operational,0,1960.7,2835.0,0
PL0004244,Progress-88,1998,Human Transport,663.7,HEO,Russia,,Operational,1,485.0,512.0,0
PL0004245,Sentinel-78,2023,Military,1505.3,TLI,China,3.0,Retired,0,975.9,6671.0,0
PL0004246,Cosmos-5,1965,Communications,18.4,Suborbital,Europe,24.0,Operational,0,13.9,372.0,1
PL0004247,Soyuz-57,2002,Military,833.0,Suborbital,Russia,30.0,Decayed,0,654.9,3104.0,0
PL0004248,Cassini-96,1968,Military,1972.6,SSO,Russia,2.0,Operational,0,1536.1,8607.0,0
PL0004249,Kepler-76,1964,Earth Observation,1251.5,HEO,USA,1.0,Unknown,0,887.7,2483.0,1
PL0004250,NOAA-92,2009,Military,114.9,GTO,Other,5.0,Unknown,0,72.9,3343.0,0
PL0004251,O3b-75,2004,Communications,56.6,SSO,USA,27.0,Operational,0,31.7,566.0,1
PL0004252,Mangalyaan-63,1987,Space Station,134.1,LEO,China,11.0,Retired,0,105.0,531.0,0
PL0004253,Chandra-74,2007,Cubesat,240.8,LEO,China,19.0,Decayed,0,168.4,565.0,1
PL0004254,Soyuz-61,1961,Scientific,1254.0,Suborbital,China,2.0,Retired,0,929.0,2118.0,0
PL0004255,NAVSTAR-54,2006,Navigation,303.9,SSO,China,4.0,Retired,0,171.1,2304.0,0
PL0004256,Mangalyaan-14,2023,Communications,322.7,Interplanetary,China,4.0,Retired,0,216.0,648.0,1
PL0004257,Molniya-89,1961,Navigation,91.1,Suborbital,Russia,6.0,Retired,0,51.4,984.0,0
PL0004258,GPS-45,1979,Technology Demo,146.9,ISS,Other,6.0,Operational,0,102.0,1442.0,1
PL0004259,FengYun-72,1992,Communications,78.1,LEO,Russia,11.0,Retired,0,58.5,219.0,1
PL0004260,Hubble-33,1965,Navigation,404.1,Suborbital,Russia,9.0,Unknown,0,280.4,3915.0,0
PL0004261,GPS-49,1996,Earth Observation,133.8,GTO,China,9.0,Failed,0,106.0,964.0,1
PL0004262,OneWeb-39,2016,Weather,102.3,Suborbital,USA,7.0,Failed,0,56.5,710.0,0
PL0004263,New Horizons-59,2010,Navigation,85.4,HEO,Europe,8.0,Operational,0,50.4,1650.0,0
PL0004264,Chandrayaan-78,1999,Weather,236.7,MEO,Europe,4.0,Operational,0,153.9,16942.0,0
PL0004265,Yamal-98,1962,Scientific,438.9,ISS,Other,2.0,Retired,0,292.8,200.0,0
PL0004266,Landsat-74,1973,Communications,70.6,SSO,Russia,9.0,Retired,0,46.9,2928.0,1
PL0004267,Molniya-6,1963,Navigation,23.9,GEO,USA,13.0,Failed,0,14.1,2164.0,0
PL0004268,Meteosat-30,1997,Communications,76.1,GEO,Other,14.0,Retired,0,49.2,931.0,1
PL0004269,Chandra-19,1979,Space Station,1448.1,MEO,India,30.0,Unknown,0,901.8,1776.0,0
PL0004270,Meteosat-31,2020,Communications,125.3,ISS,Russia,5.0,Operational,0,91.2,432.0,1
PL0004271,Voyager-8,1987,Technology Demo,910.2,TLI,Russia,10.0,Operational,0,517.7,2089.0,1
PL0004272,Chandrayaan-11,1975,Navigation,220.9,HEO,USA,3.0,Operational,0,146.3,2013.0,0
PL0004273,Mars Odyssey-66,2022,Scientific,8546.8,TLI,India,8.0,Operational,0,5299.1,55.0,0
PL0004274,Mangalyaan-7,2014,Earth Observation,211.8,ISS,China,3.0,Operational,0,165.0,1242.0,1
PL0004275,HTV-49,2011,Human Transport,117.7,MEO,Europe,,Retired,1,92.0,533.0,0
PL0004276,Tiangong-56,1966,Earth Observation,190.8,TLI,Russia,7.0,Decayed,0,126.1,2763.0,1
PL0004277,Chandrayaan-27,1994,Navigation,290.2,TLI,USA,30.0,Retired,0,195.3,792.0,0
PL0004278,O3b-90,2012,Human Transport,320.2,Interplanetary,Other,,Operational,1,231.5,990.0,0
PL0004279,HTV-80,2024,Scientific,21.0,LEO,China,4.0,Unknown,0,16.2,983.0,0
PL0004280,Pleiades-66,1973,Communications,84.6,HEO,USA,9.0,Operational,0,52.0,686.0,1
PL0004281,Pioneer-94,1963,Earth Observation,491.0,LEO,China,5.0,Retired,0,338.0,242.0,1
PL0004282,Mangalyaan-91,1991,Communications,854.0,ISS,Russia,5.0,Operational,0,549.0,462.0,1
PL0004283,Cassini-87,1989,Space Station,13.9,SSO,China,6.0,Retired,0,7.7,74.0,0
PL0004284,Progress-78,1987,Communications,338.8,HEO,Russia,2.0,Operational,0,204.1,523.0,1
PL0004285,Mangalyaan-29,1968,Scientific,1107.4,Suborbital,Russia,30.0,Retired,0,752.2,1797.0,0
PL0004286,Spitzer-59,1971,Communications,251.5,Suborbital,Japan,6.0,Operational,0,197.5,859.0,1
PL0004287,OneWeb-10,1994,Navigation,153.5,Interplanetary,USA,8.0,Operational,0,93.1,420.0,0
PL0004288,OneWeb-4,1981,Communications,30.3,Interplanetary,Other,23.0,Decayed,0,19.9,313.0,1
PL0004289,Cassini-64,1995,Technology Demo,670.6,LEO,Russia,30.0,Retired,0,371.2,590.0,1
PL0004290,Himawari-81,1989,Communications,87.9,HEO,India,3.0,Retired,0,53.5,484.0,1
PL0004291,Webb-45,2023,Space Station,86.2,LEO,USA,2.0,Operational,0,59.3,959.0,0
PL0004292,ATV-98,2018,Cargo Resupply,223.6,MEO,Other,,Operational,0,128.1,234.0,0
PL0004293,Molniya-58,1993,Communications,363.4,GEO,Europe,13.0,Operational,0,246.1,1335.0,1
PL0004294,GPS-90,2019,Earth Observation,166.4,GEO,Other,18.0,Decayed,0,100.9,228.0,1
PL0004295,New Horizons-31,1974,Cubesat,8571.4,ISS,China,10.0,Unknown,0,4801.1,2358.0,1
PL0004296,Intelsat-12,1994,Military,348.7,SSO,USA,2.0,Operational,0,229.6,167.0,0
PL0004297,SES-48,2011,Military,764.9,MEO,Russia,1.0,Unknown,0,550.4,338.0,0
