launch_id,launch_date,year,month,era,country,operator,rocket,launch_site,orbit,status,payload_mass_kg,crewed,booster_reused
SL003363,1998-07-09,1998,7,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,SSO,Success,377,0,0
SL003348,1998-07-11,1998,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,337,0,0
SL001901,1998-07-17,1998,7,Quiet Middle,USA,USAF,Titan II GLV,Wallops Flight Facility,GEO,Success,766,0,0
SL005647,1998-07-19,1998,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,303,0,0
SL001313,1998-07-22,1998,7,Quiet Middle,Japan,ISAS,Mu-4S,Tanegashima Space Center,LEO,Success,29,0,0
SL000880,1998-07-27,1998,7,Quiet Middle,China,CASC,Long March 2D,Wenchang Space Launch,SSO,Success,294,0,0
SL002450,1998-08-03,1998,8,Quiet Middle,Others,ISAS,Mu-4S,Taiyuan Satellite Launch,SSO,Success,27,0,0
SL000814,1998-08-04,1998,8,Quiet Middle,Europe,Arianespace,Ariane 4,Guiana Space Centre ELA-3,Interplanetary,Success,906,0,0
SL007154,1998-08-05,1998,8,Quiet Middle,USA,Boeing,Delta II,Cape Canaveral SLC-41,LEO,Failure,741,0,0
SL003734,1998-08-06,1998,8,Quiet Middle,Japan,ISAS,Mu-4S,Uchinoura Space Center,LEO,Success,73,0,0
SL004810,1998-08-08,1998,8,Quiet Middle,Europe,CNES,Ariane 1,Guiana Space Centre ELA-3,ISS,Success,680,0,0
SL000929,1998-08-09,1998,8,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,SSO,Success,196,0,0
SL002928,1998-08-10,1998,8,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,532,0,0
SL004155,1998-08-10,1998,8,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,HEO,Success,395,0,0
SL003983,1998-08-13,1998,8,Quiet Middle,China,CASC,Long March 1,Jiuquan Satellite Launch,ISS,Failure,74,0,0
SL005296,1998-08-14,1998,8,Quiet Middle,USA,NASA,Space Shuttle,Cape Canaveral SLC-40,LEO,Success,3535,0,0
SL000578,1998-08-25,1998,8,Quiet Middle,USA,NASA,Thor-Delta,Kennedy Space Center LC-39A,LEO,Success,59,0,0
SL006503,1998-09-02,1998,9,Quiet Middle,Japan,NASDA,H-I,Tanegashima Space Center,Interplanetary,Success,251,0,0
SL007409,1998-09-03,1998,9,Quiet Middle,China,CASC,Long March 3B,Wenchang Space Launch,LEO,Failure,2246,0,0
SL005593,1998-09-13,1998,9,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,245,0,0
SL006628,1998-09-15,1998,9,Quiet Middle,Others,NASA,Saturn V,Sohae Satellite Launching,GEO,Success,26518,0,0
SL002675,1998-09-17,1998,9,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,TLI,Success,272,0,0
SL001689,1998-09-18,1998,9,Quiet Middle,China,CASC,Long March 1,Xichang Satellite Launch,LEO,Success,149,0,0
SL001280,1998-09-24,1998,9,Quiet Middle,USA,LTV,Scout,Vandenberg SFB SLC-4E,ISS,Success,74,1,0
SL005684,1998-09-25,1998,9,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,474,0,0
SL002188,1998-09-27,1998,9,Quiet Middle,Japan,ISAS,Lambda 4S,Uchinoura Space Center,LEO,Success,3,0,0
SL000133,1998-09-28,1998,9,Quiet Middle,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,SSO,Failure,1205,0,0
SL004975,1998-09-28,1998,9,Quiet Middle,China,CASC,Long March 2C,Xichang Satellite Launch,MEO,Success,753,0,0
SL006772,1998-10-05,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,359,0,0
SL000483,1998-10-06,1998,10,Quiet Middle,USA,NASA,Space Shuttle,Cape Canaveral SLC-40,ISS,Success,4431,0,0
SL005082,1998-10-07,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,ISS,Success,521,0,0
SL004665,1998-10-08,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,381,0,0
SL005857,1998-10-09,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,466,0,0
SL000659,1998-10-12,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,400,0,0
SL003007,1998-10-27,1998,10,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,GEO,Success,308,0,0
SL002536,1998-10-27,1998,10,Quiet Middle,Others,Lockheed,Titan IV,Wallops Flight Facility,SSO,Success,10817,0,0
SL001756,1998-10-28,1998,10,Quiet Middle,USA,USAF,Titan III,Vandenberg SFB SLC-4E,SSO,Success,1820,0,0
SL002449,1998-11-06,1998,11,Quiet Middle,Others,ISAS,Mu-4S,Hammaguira,MEO,Failure,35,0,0
SL000773,1998-11-12,1998,11,Quiet Middle,China,CASC,Long March 1,Xichang Satellite Launch,MEO,Success,101,0,0
SL001771,1998-11-16,1998,11,Quiet Middle,Europe,Arianespace,Ariane 4,Kourou ELA-4 (Ariane 6),ISS,Success,1868,0,0
SL003293,1998-11-24,1998,11,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,SSO,Success,498,0,0
SL001274,1998-11-25,1998,11,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,ISS,Success,269,0,0
SL006794,1998-11-27,1998,11,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,ISS,Success,904,0,0
SL000130,1998-12-01,1998,12,Quiet Middle,Europe,CNES,Diamant,Guiana Space Centre ELA-3,LEO,Success,19,0,0
SL005344,1998-12-03,1998,12,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,SSO,Success,322,0,0
SL005892,1998-12-03,1998,12,Quiet Middle,USA,NASA,Saturn IB,Vandenberg SFB SLC-4E,LEO,Success,4582,0,0
SL001095,1998-12-03,1998,12,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,SSO,Failure,504,0,0
SL006730,1998-12-17,1998,12,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,SSO,Success,503,0,0
SL002684,1998-12-19,1998,12,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,MEO,Success,173,0,0
SL000465,1998-12-19,1998,12,Quiet Middle,Japan,ISAS,Lambda 4S,Uchinoura Space Center,ISS,Failure,7,0,0
SL002926,1998-12-19,1998,12,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,377,0,0
SL006167,1999-01-01,1999,1,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,318,0,0
SL005430,1999-01-01,1999,1,Quiet Middle,USA,Army,Juno I,Vandenberg SFB SLC-4E,SSO,Failure,2,0,0
SL005374,1999-01-04,1999,1,Quiet Middle,Others,Army,Jupiter-C,Satish Dhawan Space Centre,GEO,Success,1,0,0
SL003002,1999-01-07,1999,1,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GTO,Success,286,0,0
SL006912,1999-01-14,1999,1,Quiet Middle,Japan,ISAS,Mu-4S,Tanegashima Space Center,GEO,Success,36,0,0
SL006320,1999-01-18,1999,1,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,ISS,Success,401,0,0
SL006944,1999-01-20,1999,1,Quiet Middle,USA,Lockheed,Titan IV,Mahia Peninsula LC-1,LEO,Success,10817,0,0
SL000827,1999-01-20,1999,1,Quiet Middle,USA,Lockheed,Titan IV,Cape Canaveral SLC-41,GEO,Success,2801,0,0
SL006741,1999-01-24,1999,1,Quiet Middle,USA,GD,Atlas-Centaur,SpaceX Starbase (Boca Chica),LEO,Success,1333,0,0
SL006273,1999-01-27,1999,1,Quiet Middle,Others,IAI,Shavit,Wallops Flight Facility,LEO,Failure,14,0,0
SL000234,1999-02-08,1999,2,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,SSO,Success,342,0,0
SL000784,1999-02-10,1999,2,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GTO,Failure,235,0,0
SL000882,1999-02-12,1999,2,Quiet Middle,China,CASC,Long March 2D,Wenchang Space Launch,SSO,Success,907,0,0
SL006951,1999-02-14,1999,2,Quiet Middle,USA,Army,Juno I,SpaceX Starbase (Boca Chica),LEO,Success,1,0,0
SL000260,1999-02-15,1999,2,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,SSO,Success,436,0,0
SL002468,1999-02-24,1999,2,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,226,0,0
SL002964,1999-02-26,1999,2,Quiet Middle,Others,ISC,Dnepr,NIFC-3 Sriharikota Alt,GEO,Success,540,0,0
SL006395,1999-02-27,1999,2,Quiet Middle,USA,Orbital Sciences,Taurus,Kennedy Space Center LC-39A,SSO,Success,237,0,0
SL000594,1999-02-28,1999,2,Quiet Middle,USA,USAF,Titan II GLV,Kennedy Space Center LC-39A,Interplanetary,Success,400,0,0
SL007003,1999-02-28,1999,2,Quiet Middle,China,CASC,Long March 1,Xichang Satellite Launch,SSO,Success,64,0,0
SL002309,1999-03-07,1999,3,Quiet Middle,USA,Orbital Sciences,Taurus,Vandenberg SFB SLC-4E,GTO,Success,88,0,0
SL004995,1999-03-08,1999,3,Quiet Middle,Japan,ISAS,Lambda 4S,Uchinoura Space Center,SSO,Failure,8,0,0
SL004718,1999-03-12,1999,3,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,MEO,Success,310,0,0
SL003165,1999-03-13,1999,3,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,HEO,Success,246,0,0
SL002401,1999-03-17,1999,3,Quiet Middle,China,CASC,Long March 2D,Xichang Satellite Launch,SSO,Success,1746,0,0
SL002039,1999-03-17,1999,3,Quiet Middle,Others,Khrunichev,Rokot,Kapustin Yar,LEO,Success,580,0,0
SL004375,1999-03-18,1999,3,Quiet Middle,Europe,Arianespace,Ariane 5 ECA,Kourou ELA-4 (Ariane 6),GEO,Success,1938,0,0
SL002818,1999-03-21,1999,3,Quiet Middle,USA,Lockheed,Titan IV,SpaceX Starbase (Boca Chica),GEO,Success,8261,0,0
SL000274,1999-03-21,1999,3,Quiet Middle,USA,Boeing,Delta II,Mahia Peninsula LC-1,Interplanetary,Success,1481,0,0
SL002391,1999-03-23,1999,3,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,594,0,0
SL001012,1999-03-26,1999,3,Quiet Middle,China,CASC,Long March 3B,Taiyuan Satellite Launch,GTO,Success,1277,0,0
SL003692,1999-03-27,1999,3,Quiet Middle,USA,NASA,Saturn V,Wallops Flight Facility,SSO,Success,37237,0,0
SL006762,1999-04-03,1999,4,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,Interplanetary,Success,635,0,0
SL006683,1999-04-03,1999,4,Quiet Middle,Others,AEB,VLS-1,Tanegashima Space Center,SSO,Failure,19,0,0
SL003956,1999-04-04,1999,4,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,ISS,Success,536,0,0
SL003272,1999-04-15,1999,4,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,Interplanetary,Success,147,0,0
SL006325,1999-04-17,1999,4,Quiet Middle,USA,NASA,Saturn V,Cape Canaveral SLC-40,LEO,Success,13153,0,0
SL000247,1999-04-17,1999,4,Quiet Middle,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,GEO,Success,2115,0,0
SL000698,1999-04-22,1999,4,Quiet Middle,Europe,Arianespace,Ariane 4,Guiana Space Centre ELA-3,LEO,Success,672,1,0
SL005653,1999-04-26,1999,4,Quiet Middle,USA,GD,Atlas-Centaur,Wallops Flight Facility,LEO,Success,1164,0,0
SL000675,1999-04-27,1999,4,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,ISS,Success,945,0,0
SL005059,1999-05-04,1999,5,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,415,0,0
SL005257,1999-05-05,1999,5,Quiet Middle,China,CASC,Long March 1,Taiyuan Satellite Launch,LEO,Success,85,0,0
SL005510,1999-05-20,1999,5,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,607,0,0
SL003538,1999-05-23,1999,5,Quiet Middle,USA,USAF,Titan II GLV,Wallops Flight Facility,GEO,Success,629,0,0
SL003364,1999-05-25,1999,5,Quiet Middle,USA,LTV,Scout,SpaceX Starbase (Boca Chica),GEO,Success,20,0,0
SL001307,1999-06-02,1999,6,Quiet Middle,Europe,CNES,Ariane 1,Guiana Space Centre ELA-3,LEO,Success,139,0,0
SL004097,1999-06-07,1999,6,Quiet Middle,Others,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,8649,0,0
SL001919,1999-06-14,1999,6,Quiet Middle,Others,CASC,Long March 2D,Wallops Flight Facility,SSO,Success,513,0,0
SL002395,1999-06-18,1999,6,Quiet Middle,USA,Boeing,Delta II,Vandenberg SFB SLC-4E,GTO,Success,871,0,0
SL007150,1999-06-20,1999,6,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,496,0,0
SL000524,1999-06-20,1999,6,Quiet Middle,USA,NASA,Saturn V,Kennedy Space Center LC-39A,LEO,Success,14241,0,0
SL003029,1999-06-22,1999,6,Quiet Middle,USA,Army,Jupiter-C,Mahia Peninsula LC-1,SSO,Success,4,0,0
SL005543,1999-06-22,1999,6,Quiet Middle,USA,Lockheed,Titan IV,Mahia Peninsula LC-1,LEO,Success,1154,0,0
SL003061,1999-07-11,1999,7,Quiet Middle,Japan,NASDA,H-I,Uchinoura Space Center,LEO,Success,395,0,0
SL001483,1999-07-18,1999,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,GTO,Success,202,0,0
SL005544,1999-07-19,1999,7,Quiet Middle,Japan,NASDA,H-II,Uchinoura Space Center,SSO,Failure,1170,0,0
SL002931,1999-07-20,1999,7,Quiet Middle,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,ISS,Success,3286,1,0
SL000197,1999-07-26,1999,7,Quiet Middle,USA,Army,Juno I,Mahia Peninsula LC-1,MEO,Success,4,0,0
SL006987,1999-07-26,1999,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,272,0,0
SL007214,1999-07-26,1999,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,523,0,0
SL006657,1999-08-02,1999,8,Quiet Middle,Others,USAF,Titan III,Xichang Satellite Launch,GTO,Success,2042,0,0
SL007250,1999-08-09,1999,8,Quiet Middle,USA,Lockheed,Titan IV,Vandenberg SFB SLC-4E,LEO,Success,9379,0,0
SL007027,1999-08-11,1999,8,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,972,0,0
SL007454,1999-08-12,1999,8,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,168,0,0
SL001938,1999-08-22,1999,8,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,GEO,Success,390,0,0
SL003615,1999-08-26,1999,8,Quiet Middle,USA,NRL,Vanguard,Kennedy Space Center LC-39A,MEO,Failure,2,0,0
SL000804,1999-09-03,1999,9,Quiet Middle,Others,NASDA,H-I,Kourou ELS (Vega),GEO,Success,574,0,0
SL001338,1999-09-04,1999,9,Quiet Middle,USA,LTV,Scout,Mahia Peninsula LC-1,LEO,Success,64,0,0
SL000135,1999-09-04,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,843,0,0
SL004406,1999-09-09,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,Interplanetary,Success,255,0,0
SL006969,1999-09-10,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,972,0,0
SL004882,1999-09-14,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,ISS,Success,470,0,0
SL001207,1999-09-19,1999,9,Quiet Middle,USA,USAF,Titan II GLV,Mahia Peninsula LC-1,SSO,Success,928,0,0
SL006920,1999-09-22,1999,9,Quiet Middle,Japan,NASDA,H-I,Uchinoura Space Center,SSO,Success,562,0,0
SL007414,1999-09-27,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GTO,Success,484,0,0
SL005861,1999-09-28,1999,9,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,TLI,Success,168,0,0
SL002464,1999-10-02,1999,10,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,TLI,Success,413,0,0
SL000790,1999-10-03,1999,10,Quiet Middle,Others,NASA,Saturn IB,Baikonur Cosmodrome,ISS,Success,3255,1,0
SL005029,1999-10-04,1999,10,Quiet Middle,USA,NASA,Space Shuttle,Mahia Peninsula LC-1,TLI,Success,5634,0,0
SL002155,1999-10-05,1999,10,Quiet Middle,Japan,ISAS,Lambda 4S,Uchinoura Space Center,GEO,Failure,10,0,0
SL004947,1999-10-09,1999,10,Quiet Middle,USA,NASA,Saturn V,Wallops Flight Facility,ISS,Failure,51903,1,0
SL002030,1999-10-10,1999,10,Quiet Middle,Japan,NASDA,H-I,Tanegashima Space Center,LEO,Success,264,0,0
SL006899,1999-10-12,1999,10,Quiet Middle,China,CASC,Long March 2C,Wenchang Space Launch,MEO,Success,1147,0,0
SL004227,1999-10-15,1999,10,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GEO,Success,534,0,0
SL005357,1999-10-19,1999,10,Quiet Middle,USA,Boeing,Delta II,Wallops Flight Facility,TLI,Success,2018,0,0
SL005019,1999-10-20,1999,10,Quiet Middle,Europe,CNES,Ariane 1,Kourou ELA-4 (Ariane 6),SSO,Success,215,0,0
SL003440,1999-10-24,1999,10,Quiet Middle,USA,NASA,Thor-Delta,SpaceX Starbase (Boca Chica),LEO,Failure,112,0,0
SL006582,1999-10-24,1999,10,Quiet Middle,Others,NASDA,H-II,Tanegashima Space Center,Interplanetary,Success,841,0,0
SL000360,1999-10-25,1999,10,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,266,0,0
SL004831,1999-10-26,1999,10,Quiet Middle,Others,ISC,Dnepr,Jiuquan Satellite Launch,LEO,Success,556,0,0
SL007429,1999-10-27,1999,10,Quiet Middle,USA,Boeing,Delta II,Wallops Flight Facility,ISS,Success,1341,0,0
SL000822,1999-11-03,1999,11,Quiet Middle,China,CASC,Long March 2D,Wenchang Space Launch,LEO,Success,1188,0,0
SL005117,1999-11-03,1999,11,Quiet Middle,USA,USAF,Titan II GLV,Wallops Flight Facility,SSO,Success,1170,0,0
SL005608,1999-11-04,1999,11,Quiet Middle,USA,NASA,Saturn V,Mahia Peninsula LC-1,ISS,Success,8581,0,0
SL006214,1999-11-04,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,272,0,0
SL004808,1999-11-08,1999,11,Quiet Middle,Others,CASC,Long March 1,Andoya Rocket Range,SSO,Failure,79,0,0
SL005327,1999-11-09,1999,11,Quiet Middle,USA,LTV,Scout,Mahia Peninsula LC-1,ISS,Success,46,1,0
SL005942,1999-11-10,1999,11,Quiet Middle,Japan,NASDA,H-I,Tanegashima Space Center,LEO,Success,1187,0,0
SL007470,1999-11-10,1999,11,Quiet Middle,USA,Lockheed,Titan IV,Cape Canaveral SLC-40,GEO,Success,2491,0,0
SL004425,1999-11-11,1999,11,Quiet Middle,USA,NRL,Vanguard,Wallops Flight Facility,LEO,Success,2,0,0
SL005916,1999-11-12,1999,11,Quiet Middle,USA,LTV,Scout,Vandenberg SFB SLC-4E,LEO,Success,36,0,0
SL006110,1999-11-13,1999,11,Quiet Middle,China,CASC,Long March 1,Taiyuan Satellite Launch,GEO,Success,72,0,0
SL003152,1999-11-16,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,Interplanetary,Failure,972,0,0
SL006435,1999-11-20,1999,11,Quiet Middle,China,CASC,Long March 4B,Jiuquan Satellite Launch,HEO,Success,904,0,0
SL003309,1999-11-20,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,SSO,Success,321,0,0
SL003633,1999-11-22,1999,11,Quiet Middle,Others,ISRO,ASLV,Xichang Satellite Launch,ISS,Success,20,0,0
SL001824,1999-11-24,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,MEO,Success,393,0,0
SL006845,1999-11-26,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,548,0,0
SL006738,1999-11-27,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GTO,Success,369,0,0
SL002378,1999-11-28,1999,11,Quiet Middle,USA,NASA,Thor-Delta,Mahia Peninsula LC-1,LEO,Success,32,0,0
SL000344,1999-11-28,1999,11,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GEO,Success,458,0,0
SL004943,1999-12-02,1999,12,Quiet Middle,Japan,ISAS,Lambda 4S,Uchinoura Space Center,LEO,Success,6,0,0
SL002195,1999-12-14,1999,12,Quiet Middle,Japan,ISAS,Mu-4S,Tanegashima Space Center,GEO,Success,22,0,0
SL002804,1999-12-15,1999,12,Quiet Middle,China,CASC,Long March 1,Taiyuan Satellite Launch,LEO,Success,149,0,0
SL004883,1999-12-26,1999,12,Quiet Middle,Others,USAF,Titan III,Baikonur Cosmodrome,LEO,Success,1371,0,0
SL002469,1999-12-28,1999,12,Quiet Middle,China,CASC,Long March 2F,Wenchang Space Launch,TLI,Success,1842,0,0
SL002293,2000-01-05,2000,1,Quiet Middle,USA,NASA,Space Shuttle,Kennedy Space Center LC-39A,MEO,Success,7954,0,0
SL003844,2000-01-08,2000,1,Quiet Middle,Japan,NASDA,H-II,Tanegashima Space Center,LEO,Success,890,0,0
SL001062,2000-01-20,2000,1,Quiet Middle,USA,GD,Atlas-Centaur,Vandenberg SFB SLC-4E,SSO,Success,990,0,0
SL001247,2000-01-24,2000,1,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,474,0,0
SL006094,2000-01-26,2000,1,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,188,0,0
SL001905,2000-02-20,2000,2,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,200,0,0
SL005626,2000-02-22,2000,2,Quiet Middle,USA,Orbital Sciences,Pegasus XL,Cape Canaveral SLC-41,GEO,Success,132,0,0
SL000976,2000-02-23,2000,2,Quiet Middle,USA,GD,Atlas-Centaur,Vandenberg SFB SLC-4E,SSO,Success,1412,0,0
SL005877,2000-02-26,2000,2,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GTO,Success,663,0,0
SL001432,2000-03-06,2000,3,Quiet Middle,China,CASC,Long March 2C,Jiuquan Satellite Launch,GEO,Success,669,0,0
SL006472,2000-03-06,2000,3,Quiet Middle,USA,Army,Juno I,Kennedy Space Center LC-39A,Interplanetary,Success,2,0,0
SL002990,2000-03-07,2000,3,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,GEO,Success,240,0,0
SL003672,2000-03-12,2000,3,Quiet Middle,Others,AEB,VLS-1,San Marco Platform,LEO,Failure,22,0,0
SL004010,2000-03-17,2000,3,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,LEO,Success,417,0,0
SL004713,2000-03-17,2000,3,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,TLI,Success,815,0,0
SL000879,2000-03-23,2000,3,Quiet Middle,USA,Orbital Sciences,Pegasus XL,Mahia Peninsula LC-1,ISS,Success,201,1,0
SL000448,2000-04-04,2000,4,Quiet Middle,Others,NRL,Vanguard,Wenchang Space Launch,GEO,Failure,1,0,0
SL005538,2000-04-19,2000,4,Quiet Middle,USA,USAF,Titan II GLV,Cape Canaveral SLC-40,SSO,Success,966,0,0
SL003078,2000-04-19,2000,4,Quiet Middle,Europe,Arianespace,Ariane 4,Kourou ELS (Vega),LEO,Success,846,0,0
SL004177,2000-04-20,2000,4,Quiet Middle,Europe,CNES,Diamant,Guiana Space Centre ELA-3,LEO,Success,12,0,0
SL007029,2000-04-21,2000,4,Quiet Middle,Others,LTV,Scout,Kennedy Space Center LC-39A,GEO,Success,99,0,0
SL002457,2000-04-25,2000,4,Quiet Middle,Europe,CNES,Ariane 1,Kourou ELS (Vega),ISS,Success,280,1,0
SL003325,2000-04-26,2000,4,Quiet Middle,Japan,ISAS,Mu-4S,Tanegashima Space Center,LEO,Success,39,0,0
SL007205,2000-05-03,2000,5,Quiet Middle,Japan,NASDA,H-I,Uchinoura Space Center,SSO,Success,489,0,0
SL002894,2000-05-07,2000,5,Quiet Middle,USA,Orbital Sciences,Pegasus XL,Vandenberg SFB SLC-4E,SSO,Success,53,0,0
SL005191,2000-05-14,2000,5,Quiet Middle,USA,NASA,Saturn IB,Cape Canaveral SLC-41,SSO,Success,5612,0,0
SL002105,2000-05-15,2000,5,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,SSO,Success,582,0,0
SL004729,2000-05-17,2000,5,Quiet Middle,Russia,Khrunichev,Rokot,Plesetsk Cosmodrome,LEO,Success,391,0,0
SL002490,2000-05-20,2000,5,Quiet Middle,USA,USAF,Titan II GLV,Cape Canaveral SLC-41,SSO,Success,527,0,0
SL000425,2000-05-25,2000,5,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,TLI,Success,456,0,0
SL006889,2000-06-05,2000,6,Quiet Middle,USA,Orbital Sciences,Pegasus XL,SpaceX Starbase (Boca Chica),LEO,Success,34,1,0
SL006709,2000-06-07,2000,6,Quiet Middle,Europe,Arianespace,Ariane 5 ECA,Guiana Space Centre ELA-3,ISS,Success,1818,0,0
SL006747,2000-06-14,2000,6,Quiet Middle,Europe,Arianespace,Ariane 4,Kourou ELS (Vega),Interplanetary,Success,997,0,0
SL005112,2000-06-19,2000,6,Quiet Middle,USA,Army,Juno I,Mahia Peninsula LC-1,LEO,Success,2,0,0
SL002272,2000-06-21,2000,6,Quiet Middle,China,CASC,Long March 3B,Jiuquan Satellite Launch,LEO,Success,3094,0,0
SL007279,2000-07-10,2000,7,Quiet Middle,Russia,Khrunichev,Rokot,Baikonur Cosmodrome,GTO,Success,205,0,0
SL001072,2000-07-13,2000,7,Quiet Middle,Japan,ISAS,Mu-4S,Uchinoura Space Center,TLI,Success,22,0,0
SL000831,2000-07-22,2000,7,Quiet Middle,USA,USAF,Titan III,SpaceX Starbase (Boca Chica),Interplanetary,Success,2515,0,0
SL003170,2000-07-22,2000,7,Quiet Middle,Russia,Khrunichev,Rokot,Svobodny / Vostochny,LEO,Success,125,1,0
SL001801,2000-08-09,2000,8,Quiet Middle,China,CASC,Long March 1,Xichang Satellite Launch,LEO,Success,81,0,0
SL003855,2000-08-12,2000,8,Quiet Middle,Japan,NASDA,H-I,Uchinoura Space Center,SSO,Success,489,0,0
